,oid,class_original,class_hierachical
641,ZTF18acszksy,Periodic-Other,Periodic
642,ZTF18acszygy,E,Periodic
643,ZTF18actavda,E,Periodic
644,ZTF18actzktj,CEP,Periodic
645,ZTF18acussbu,RRL,Periodic
646,ZTF18acvftix,E,Periodic
647,ZTF18acvgwja,QSO,Stochastic
648,ZTF18acvwqeo,AGN,Stochastic
649,ZTF18acwynjq,RRL,Periodic
650,ZTF18acwyynf,QSO,Stochastic
651,ZTF18acxxklc,E,Periodic
652,ZTF18acydihz,QSO,Stochastic
653,ZTF18acyvhhp,RRL,Periodic
654,ZTF18acyvhim,E,Periodic
655,ZTF18acyxuuh,AGN,Stochastic
656,ZTF18acyyecc,QSO,Stochastic
657,ZTF18aczerbf,QSO,Stochastic
658,ZTF18adalcpx,RRL,Periodic
659,ZTF18adaudsr,LPV,Periodic
660,ZTF18adbbwjt,QSO,Stochastic
661,ZTF18adbhdqj,QSO,Stochastic
662,ZTF18adbiqbz,E,Periodic
663,ZTF18adgdnum,E,Periodic
664,ZTF19aaafppr,RRL,Periodic
665,ZTF19aaakeaf,E,Periodic
666,ZTF19aaaktnd,RRL,Periodic
667,ZTF19aaapjfd,QSO,Stochastic
668,ZTF19aaaqkbx,RRL,Periodic
669,ZTF19aabkupz,LPV,Periodic
670,ZTF19aabzggq,QSO,Stochastic
671,ZTF19aadeusj,QSO,Stochastic
672,ZTF19aadgkaj,QSO,Stochastic
673,ZTF19aadhaop,RRL,Periodic
674,ZTF19aadoqxc,RRL,Periodic
675,ZTF19aadouwa,E,Periodic
676,ZTF19aaepjzc,E,Periodic
677,ZTF19aaeqflm,E,Periodic
678,ZTF19aafaxer,QSO,Stochastic
679,ZTF19aafnpxr,LPV,Periodic
680,ZTF19aagnqhu,AGN,Stochastic
681,ZTF19aahkvpi,Blazar,Stochastic
682,ZTF19aaillls,QSO,Stochastic
683,ZTF19aailtfr,QSO,Stochastic
684,ZTF19aailtrj,AGN,Stochastic
685,ZTF19aalamat,AGN,Stochastic
686,ZTF19aalbfoo,QSO,Stochastic
687,ZTF19aalbjdo,RRL,Periodic
688,ZTF19aalbyrw,QSO,Stochastic
689,ZTF19aamvzrc,LPV,Periodic
690,ZTF19aangrtt,QSO,Stochastic
691,ZTF19aankded,QSO,Stochastic
692,ZTF19aapryfs,QSO,Stochastic
693,ZTF19aapvqmg,AGN,Stochastic
694,ZTF19aaqbcmb,LPV,Periodic
695,ZTF19aarvbhn,QSO,Stochastic
696,ZTF19aarxpth,Periodic-Other,Periodic
697,ZTF19aarziit,QSO,Stochastic
698,ZTF19aarziwp,QSO,Stochastic
699,ZTF19aasbmzw,QSO,Stochastic
700,ZTF19aasbnrv,QSO,Stochastic
701,ZTF19aascack,QSO,Stochastic
702,ZTF19aascvyf,QSO,Stochastic
703,ZTF19aasedqn,QSO,Stochastic
704,ZTF19aasemog,QSO,Stochastic
705,ZTF19aaskjip,AGN,Stochastic
706,ZTF19aasktoa,E,Periodic
707,ZTF19aathndo,LPV,Periodic
708,ZTF19aatqdjz,RRL,Periodic
709,ZTF19aaueptf,RRL,Periodic
710,ZTF19aaukhcd,QSO,Stochastic
711,ZTF19aauvfpg,E,Periodic
712,ZTF19aavrzvf,QSO,Stochastic
713,ZTF19aawfcya,QSO,Stochastic
714,ZTF19aawocdq,QSO,Stochastic
715,ZTF19aawodtk,QSO,Stochastic
716,ZTF19aawrzvl,QSO,Stochastic
717,ZTF19aawscli,RRL,Periodic
718,ZTF19aaxcawm,QSO,Stochastic
719,ZTF19aaxkhkr,E,Periodic
720,ZTF19aaxrmjb,RRL,Periodic
721,ZTF19aaxrruk,RRL,Periodic
722,ZTF19aaxvprz,QSO,Stochastic
723,ZTF19aaydjpk,QSO,Stochastic
724,ZTF19aayhmwd,QSO,Stochastic
725,ZTF19aayhrwi,E,Periodic
726,ZTF19aayliim,RRL,Periodic
727,ZTF19aaysahp,RRL,Periodic
728,ZTF19aazlvsc,QSO,Stochastic
729,ZTF19aazufqs,LPV,Periodic
730,ZTF19abcuanw,QSO,Stochastic
731,ZTF19abdbwgl,QSO,Stochastic
732,ZTF19abfbaud,E,Periodic
733,ZTF19abnaoao,QSO,Stochastic
734,ZTF19abxtqqt,QSO,Stochastic
735,ZTF19abyhxzp,SNIa,Transient
736,ZTF19acafznn,QSO,Stochastic
737,ZTF19acaqodx,QSO,Stochastic
738,ZTF19acdupcp,QSO,Stochastic
739,ZTF19acgbzam,SNIa,Transient
740,ZTF19aclfmap,E,Periodic
741,ZTF19acmwmkm,QSO,Stochastic
742,ZTF19acnpwjm,QSO,Stochastic
743,ZTF19acoyujg,QSO,Stochastic
744,ZTF19adccash,QSO,Stochastic
745,ZTF19adcdjhs,QSO,Stochastic
746,ZTF19adcfoin,QSO,Stochastic
747,ZTF19adcfwam,QSO,Stochastic
748,ZTF19adcfymw,QSO,Stochastic
749,ZTF19adcgdlq,QSO,Stochastic
750,ZTF20aaaxqyi,QSO,Stochastic
751,ZTF20aaaxvbr,QSO,Stochastic
752,ZTF20aadbcoc,QSO,Stochastic
753,ZTF20aadcisp,QSO,Stochastic
754,ZTF20aadxuhi,QSO,Stochastic
755,ZTF20aadyjbd,QSO,Stochastic
756,ZTF20aadylap,QSO,Stochastic
757,ZTF20aaglhsc,QSO,Stochastic
758,ZTF20aahqabk,SNIa,Transient
759,ZTF20aaicfvb,QSO,Stochastic
760,ZTF20aaigdsj,AGN,Stochastic
761,ZTF20aaiqdsb,QSO,Stochastic
762,ZTF20aalrsmq,QSO,Stochastic
763,ZTF20aaoddnz,QSO,Stochastic
764,ZTF20aaosejd,QSO,Stochastic
765,ZTF20aaozdom,QSO,Stochastic
766,ZTF20aaozrwk,QSO,Stochastic
767,ZTF20aasipec,QSO,Stochastic
768,ZTF20aavamwu,QSO,Stochastic
769,ZTF20aavzkww,QSO,Stochastic
770,ZTF20aaxxxfb,QSO,Stochastic
771,ZTF20aazgwtv,AGN,Stochastic
772,ZTF17aaadydj,E,Periodic
773,ZTF17aaaealu,RRL,Periodic
774,ZTF17aaaecuv,E,Periodic
775,ZTF17aaaedeq,RRL,Periodic
776,ZTF17aaaglec,RRL,Periodic
777,ZTF17aaagyfw,Blazar,Stochastic
778,ZTF17aaagyhs,E,Periodic
779,ZTF17aaagylm,E,Periodic
780,ZTF17aaahdwo,RRL,Periodic
781,ZTF17aaaiqql,E,Periodic
782,ZTF17aaajjwm,RRL,Periodic
783,ZTF17aaajnkm,RRL,Periodic
784,ZTF17aaajsgy,RRL,Periodic
785,ZTF17aaajtbl,E,Periodic
786,ZTF17aaajuzt,RRL,Periodic
787,ZTF17aaaphqc,E,Periodic
788,ZTF17aaapigs,RRL,Periodic
789,ZTF17aaarkdg,LPV,Periodic
790,ZTF17aaarwpd,DSCT,Periodic
791,ZTF17aaaskkx,RRL,Periodic
792,ZTF17aaawcqx,LPV,Periodic
793,ZTF17aaawdaf,RRL,Periodic
794,ZTF17aaawggo,LPV,Periodic
795,ZTF17aaawgic,LPV,Periodic
796,ZTF17aaawlel,RRL,Periodic
797,ZTF17aaaxeud,E,Periodic
798,ZTF17aaaymgb,E,Periodic
799,ZTF17aabsagb,YSO,Stochastic
800,ZTF17aabuknt,RRL,Periodic
801,ZTF17aabukxc,RRL,Periodic
802,ZTF17aabultp,E,Periodic
803,ZTF17aabxihf,RRL,Periodic
804,ZTF17aabyzdf,E,Periodic
805,ZTF17aacburl,E,Periodic
806,ZTF17aacdkmu,E,Periodic
807,ZTF17aacullp,E,Periodic
808,ZTF17aacxrxj,E,Periodic
809,ZTF17aacxxcx,E,Periodic
810,ZTF17aadbfba,E,Periodic
811,ZTF17aadewlq,E,Periodic
812,ZTF17aadjgeo,RRL,Periodic
813,ZTF17aadjymr,E,Periodic
814,ZTF17aadmciv,E,Periodic
815,ZTF18aaaakfj,E,Periodic
816,ZTF18aaaalhe,E,Periodic
817,ZTF18aaacdqq,E,Periodic
818,ZTF18aaaciur,E,Periodic
819,ZTF18aaadqyl,RRL,Periodic
820,ZTF18aaadsak,E,Periodic
821,ZTF18aaadthg,E,Periodic
822,ZTF18aaadvkc,E,Periodic
823,ZTF18aaaexsx,E,Periodic
824,ZTF18aaahnvv,E,Periodic
825,ZTF18aaajfnu,E,Periodic
826,ZTF18aaakcys,E,Periodic
827,ZTF18aaalgbc,Periodic-Other,Periodic
828,ZTF18aaaoyul,RRL,Periodic
829,ZTF18aaavdhz,RRL,Periodic
830,ZTF18aaavqso,E,Periodic
831,ZTF18aaberee,E,Periodic
832,ZTF18aabfaee,LPV,Periodic
833,ZTF18aabfbaa,E,Periodic
834,ZTF18aabffzg,LPV,Periodic
835,ZTF18aabfgmw,E,Periodic
836,ZTF18aabixhg,E,Periodic
837,ZTF18aabjocg,E,Periodic
838,ZTF18aabkjhv,E,Periodic
839,ZTF18aablatc,QSO,Stochastic
840,ZTF18aabpvfm,E,Periodic
841,ZTF18aabpwvt,Blazar,Stochastic
842,ZTF18aabqbwj,QSO,Stochastic
843,ZTF18aabtvul,RRL,Periodic
844,ZTF18aacasls,E,Periodic
845,ZTF18aacdkkd,QSO,Stochastic
846,ZTF18aaclhgu,AGN,Stochastic
847,ZTF18aaenyba,DSCT,Periodic
848,ZTF18aaepkjz,QSO,Stochastic
849,ZTF18aagbgva,QSO,Stochastic
850,ZTF18aagrgmm,E,Periodic
851,ZTF18aagrice,RRL,Periodic
852,ZTF18aagteda,RRL,Periodic
853,ZTF18aagtgps,E,Periodic
854,ZTF18aagwbjp,E,Periodic
855,ZTF18aagwgdc,E,Periodic
856,ZTF18aahnehp,E,Periodic
857,ZTF18aaibivt,E,Periodic
858,ZTF18aaijuyb,RRL,Periodic
859,ZTF18aaimxrn,E,Periodic
860,ZTF18aaisuhc,AGN,Stochastic
861,ZTF18aaitxfi,E,Periodic
862,ZTF18aajcgue,E,Periodic
863,ZTF18aajkpvx,QSO,Stochastic
864,ZTF18aajkxar,QSO,Stochastic
865,ZTF18aajtmam,E,Periodic
866,ZTF18aajtwvg,E,Periodic
867,ZTF18aajypaq,AGN,Stochastic
868,ZTF18aakguff,RRL,Periodic
869,ZTF18aakumlw,RRL,Periodic
870,ZTF18aakykvs,E,Periodic
871,ZTF18aakzqes,E,Periodic
872,ZTF18aamhtyk,Periodic-Other,Periodic
873,ZTF18aanduoh,LPV,Periodic
874,ZTF18aaoiyvw,RRL,Periodic
875,ZTF18aaownre,E,Periodic
876,ZTF18aaphpaf,LPV,Periodic
877,ZTF18aaporgr,E,Periodic
878,ZTF18aarpgds,AGN,Stochastic
879,ZTF18aarzlhe,QSO,Stochastic
880,ZTF18aauugtm,QSO,Stochastic
881,ZTF18aavirhb,RRL,Periodic
882,ZTF18aavkoui,E,Periodic
883,ZTF18aavohdp,E,Periodic
884,ZTF18aavvcos,RRL,Periodic
885,ZTF18aawbjcu,LPV,Periodic
886,ZTF18aawmqxf,QSO,Stochastic
887,ZTF18aawnqyp,QSO,Stochastic
888,ZTF18aaxdksk,LPV,Periodic
889,ZTF18aaxjkce,E,Periodic
890,ZTF18aaxumcj,LPV,Periodic
891,ZTF18aaxvajn,LPV,Periodic
892,ZTF18aaxyygq,LPV,Periodic
893,ZTF18aaxzlux,QSO,Stochastic
894,ZTF18aayeduw,LPV,Periodic
895,ZTF18aayejuk,E,Periodic
896,ZTF18aayoykr,LPV,Periodic
897,ZTF18aayvexm,LPV,Periodic
898,ZTF18aazexih,E,Periodic
899,ZTF18aazijnb,RRL,Periodic
900,ZTF18aazvnah,LPV,Periodic
901,ZTF18aazwncg,E,Periodic
902,ZTF18aazwppm,QSO,Stochastic
903,ZTF18abablbp,LPV,Periodic
904,ZTF18abakkui,DSCT,Periodic
905,ZTF18abakyvt,QSO,Stochastic
906,ZTF18abasjvp,LPV,Periodic
907,ZTF18abatfwb,QSO,Stochastic
908,ZTF18abbnmdf,LPV,Periodic
909,ZTF18abbujvs,E,Periodic
910,ZTF18abbuvtb,E,Periodic
911,ZTF18abbxkct,LPV,Periodic
912,ZTF18abccnjq,E,Periodic
913,ZTF18abccoyc,E,Periodic
914,ZTF18abcdvhd,E,Periodic
915,ZTF18abcodoc,RRL,Periodic
916,ZTF18abcqzxg,E,Periodic
917,ZTF18abcrbkc,LPV,Periodic
918,ZTF18abctfwt,RRL,Periodic
919,ZTF18abcviqh,YSO,Stochastic
920,ZTF18abcvwai,RRL,Periodic
921,ZTF18abcyppc,RRL,Periodic
922,ZTF18abcyzzj,LPV,Periodic
923,ZTF18abczeep,E,Periodic
924,ZTF18abdcaei,Blazar,Stochastic
925,ZTF18abdcmyl,E,Periodic
926,ZTF18abddvby,RRL,Periodic
927,ZTF18abdihqd,LPV,Periodic
928,ZTF18abdlaln,LPV,Periodic
929,ZTF18abdlgvm,RRL,Periodic
930,ZTF18abdliia,LPV,Periodic
931,ZTF18abdmbfx,LPV,Periodic
932,ZTF18abdsmoo,RRL,Periodic
933,ZTF18abdvovb,LPV,Periodic
934,ZTF18abedhed,RRL,Periodic
935,ZTF18abeubsf,LPV,Periodic
936,ZTF18abeveia,E,Periodic
937,ZTF18abgddxv,RRL,Periodic
938,ZTF18abgshgj,LPV,Periodic
939,ZTF18abgvbty,RRL,Periodic
940,ZTF18abgvoho,RRL,Periodic
941,ZTF18abhpyqi,LPV,Periodic
942,ZTF18abigvtg,AGN,Stochastic
943,ZTF18abjtjxy,E,Periodic
944,ZTF18abjwacc,E,Periodic
945,ZTF18abkeqky,E,Periodic
946,ZTF18abkjhmv,RRL,Periodic
947,ZTF18abkobwa,RRL,Periodic
948,ZTF18abkocds,LPV,Periodic
949,ZTF18abkubji,E,Periodic
950,ZTF18abkxcgp,LPV,Periodic
951,ZTF18ablmjcr,RRL,Periodic
952,ZTF18ablmoeb,RRL,Periodic
953,ZTF18ablqrsy,RRL,Periodic
954,ZTF18abluzbz,YSO,Stochastic
955,ZTF18ablwprm,E,Periodic
956,ZTF18abmaocm,RRL,Periodic
957,ZTF18abmeeut,RRL,Periodic
958,ZTF18abmmhdh,LPV,Periodic
959,ZTF18abmnwyw,E,Periodic
960,ZTF18abmodej,E,Periodic
961,ZTF18abmoqer,LPV,Periodic
962,ZTF18abmotpy,E,Periodic
963,ZTF18abmqedy,E,Periodic
964,ZTF18abmqucs,E,Periodic
965,ZTF18abmrezt,LPV,Periodic
966,ZTF18abmvhgx,RRL,Periodic
967,ZTF18abnbkpj,RRL,Periodic
968,ZTF18abnclag,E,Periodic
969,ZTF18abndvcq,RRL,Periodic
970,ZTF18abnnvfv,YSO,Stochastic
971,ZTF18abnoqij,LPV,Periodic
972,ZTF18abnuejh,RRL,Periodic
973,ZTF18abnufvg,RRL,Periodic
974,ZTF18abnveeo,E,Periodic
975,ZTF18abnwjch,QSO,Stochastic
976,ZTF18abnzwiq,RRL,Periodic
977,ZTF18abobkys,RRL,Periodic
978,ZTF18abodqwr,RRL,Periodic
979,ZTF18abokqog,LPV,Periodic
980,ZTF18abomkxn,E,Periodic
981,ZTF18abosnlh,E,Periodic
982,ZTF18abqygzd,QSO,Stochastic
983,ZTF18abqylpc,QSO,Stochastic
984,ZTF18abryqng,RRL,Periodic
985,ZTF18abscgeq,RRL,Periodic
986,ZTF18abscgig,RRL,Periodic
987,ZTF18absggdd,E,Periodic
988,ZTF18absggpl,RRL,Periodic
989,ZTF18absgikq,E,Periodic
990,ZTF18abslpez,E,Periodic
991,ZTF18absluwy,LPV,Periodic
992,ZTF18abspkyi,RRL,Periodic
993,ZTF18absqgqt,E,Periodic
994,ZTF18absuuku,RRL,Periodic
995,ZTF18abtganm,RRL,Periodic
996,ZTF18abtmlmh,E,Periodic
997,ZTF18abtoucc,E,Periodic
998,ZTF18abtouib,RRL,Periodic
999,ZTF18abtuzig,RRL,Periodic
1000,ZTF18abtvhnp,RRL,Periodic
1001,ZTF18abtvifx,E,Periodic
1002,ZTF18abtvitu,E,Periodic
1003,ZTF18abtvjiw,RRL,Periodic
1004,ZTF18abtwmdy,RRL,Periodic
1005,ZTF18abtxyeo,RRL,Periodic
1006,ZTF18abucqpm,LPV,Periodic
1007,ZTF18abudtxr,RRL,Periodic
1008,ZTF18abudxnw,LPV,Periodic
1009,ZTF18abunfir,E,Periodic
1010,ZTF18abupzwb,YSO,Stochastic
1011,ZTF18abusqqi,RRL,Periodic
1012,ZTF18abuyqod,E,Periodic
1013,ZTF18abvtimx,E,Periodic
1014,ZTF18abvtqlk,Periodic-Other,Periodic
1015,ZTF18abvwqtm,RRL,Periodic
1016,ZTF18abvzuaz,QSO,Stochastic
1017,ZTF18abwbiep,E,Periodic
1018,ZTF18abwmvvk,E,Periodic
1019,ZTF18abwsfnz,E,Periodic
1020,ZTF18abxyynr,E,Periodic
1021,ZTF18abycjah,E,Periodic
1022,ZTF18abyxwqw,E,Periodic
1023,ZTF18abzddan,E,Periodic
1024,ZTF18abzpclo,QSO,Stochastic
1025,ZTF18abzpcuv,E,Periodic
1026,ZTF18acapafh,AGN,Stochastic
1027,ZTF18acbwbal,QSO,Stochastic
1028,ZTF18acbwbde,QSO,Stochastic
1029,ZTF18acbxkme,E,Periodic
1030,ZTF18acbzoch,RRL,Periodic
1031,ZTF18acbzvjv,QSO,Stochastic
1032,ZTF18accbxnc,LPV,Periodic
1033,ZTF18accdljf,QSO,Stochastic
1034,ZTF18accnzge,LPV,Periodic
1035,ZTF18acetjai,RRL,Periodic
1036,ZTF18acetlfs,E,Periodic
1037,ZTF18acevrli,Periodic-Other,Periodic
1038,ZTF18acexxbl,E,Periodic
1039,ZTF18aceyzpf,QSO,Stochastic
1040,ZTF18acfwusg,LPV,Periodic
1041,ZTF18achezlm,RRL,Periodic
1042,ZTF18achysaw,E,Periodic
1043,ZTF18acljene,E,Periodic
1044,ZTF18acnbgtd,QSO,Stochastic
1045,ZTF18acppfvd,QSO,Stochastic
1046,ZTF18acpwoid,QSO,Stochastic
1047,ZTF18acqwlbt,E,Periodic
1048,ZTF18acrvsdx,E,Periodic
1049,ZTF18acskqfx,E,Periodic
1050,ZTF18acsldej,Periodic-Other,Periodic
1051,ZTF18acuauys,RRL,Periodic
1052,ZTF18acuxtsg,E,Periodic
1053,ZTF18acvgqtb,QSO,Stochastic
1054,ZTF18acvgyvp,E,Periodic
1055,ZTF18acvwabd,E,Periodic
1056,ZTF18acvwekz,Blazar,Stochastic
1057,ZTF18acvwepg,RRL,Periodic
1058,ZTF18acwwbnh,LPV,Periodic
1059,ZTF18acwzade,AGN,Stochastic
1060,ZTF18acyxnyb,QSO,Stochastic
1061,ZTF18acyybvy,AGN,Stochastic
1062,ZTF18aczejga,QSO,Stochastic
1063,ZTF18aczeqxu,QSO,Stochastic
1064,ZTF18adacflt,RRL,Periodic
1065,ZTF18adacgcw,RRL,Periodic
1066,ZTF18adaljsh,E,Periodic
1067,ZTF18adazvjf,QSO,Stochastic
1068,ZTF18adbcypv,LPV,Periodic
1069,ZTF18adbmilb,QSO,Stochastic
1070,ZTF18adbzcbm,E,Periodic
1071,ZTF18adbzcel,RRL,Periodic
1072,ZTF18adgdlms,E,Periodic
1073,ZTF19aaadrnm,E,Periodic
1074,ZTF19aaaemcb,RRL,Periodic
1075,ZTF19aaalzmu,E,Periodic
1076,ZTF19aaaplgw,AGN,Stochastic
1077,ZTF19aaapmpl,Blazar,Stochastic
1078,ZTF19aablrta,E,Periodic
1079,ZTF19aabzihy,DSCT,Periodic
1080,ZTF19aabzulb,RRL,Periodic
1081,ZTF19aabzvrv,RRL,Periodic
1082,ZTF19aacdjti,RRL,Periodic
1083,ZTF19aackwtm,RRL,Periodic
1084,ZTF19aaclkel,E,Periodic
1085,ZTF19aacmvnm,E,Periodic
1086,ZTF19aaczjub,QSO,Stochastic
1087,ZTF19aadglyx,QSO,Stochastic
1088,ZTF19aadgmek,QSO,Stochastic
1089,ZTF19aadhavh,RRL,Periodic
1090,ZTF19aadnutv,RRL,Periodic
1091,ZTF19aadoryc,RRL,Periodic
1092,ZTF19aaillvo,QSO,Stochastic
1093,ZTF19aailsjd,QSO,Stochastic
1094,ZTF19aailuuk,AGN,Stochastic
1095,ZTF19aaiqoxr,RRL,Periodic
1096,ZTF19aajwnsl,AGN,Stochastic
1097,ZTF19aalymsz,QSO,Stochastic
1098,ZTF19aamkcsp,RRL,Periodic
1099,ZTF19aamvjpg,QSO,Stochastic
1100,ZTF19aanfxgd,QSO,Stochastic
1101,ZTF19aanssjp,QSO,Stochastic
1102,ZTF19aanwfsi,RRL,Periodic
1103,ZTF19aanybnh,QSO,Stochastic
1104,ZTF19aaodtuz,LPV,Periodic
1105,ZTF19aaodyjt,E,Periodic
1106,ZTF19aaoicuq,QSO,Stochastic
1107,ZTF19aaoxzmp,QSO,Stochastic
1108,ZTF19aapfwpp,QSO,Stochastic
1109,ZTF19aaplrzi,RRL,Periodic
1110,ZTF19aarvhxe,E,Periodic
1111,ZTF19aasdjqx,QSO,Stochastic
1112,ZTF19aasepex,QSO,Stochastic
1113,ZTF19aateuad,LPV,Periodic
1114,ZTF19aatgmgd,QSO,Stochastic
1115,ZTF19aatkbun,QSO,Stochastic
1116,ZTF19aatlufp,QSO,Stochastic
1117,ZTF19aattukr,RRL,Periodic
1118,ZTF19aaujnlf,QSO,Stochastic
1119,ZTF19aauxfyh,RRL,Periodic
1120,ZTF19aauyawt,RRL,Periodic
1121,ZTF19aavxoau,RRL,Periodic
1122,ZTF19aawlben,LPV,Periodic
1123,ZTF19aaxkgrn,RRL,Periodic
1124,ZTF19aaxljav,CEP,Periodic
1125,ZTF19aaxlxpu,QSO,Stochastic
1126,ZTF19aaxrqsm,RRL,Periodic
1127,ZTF19aaxrzct,RRL,Periodic
1128,ZTF19aaydqfe,E,Periodic
1129,ZTF19aayfssn,Periodic-Other,Periodic
1130,ZTF19aaylizf,RRL,Periodic
1131,ZTF19aayrjtg,QSO,Stochastic
1132,ZTF19aazgsmt,LPV,Periodic
1133,ZTF19abagcff,RRL,Periodic
1134,ZTF19abdbvkj,QSO,Stochastic
1135,ZTF19abeztmf,QSO,Stochastic
1136,ZTF19abfdqul,LPV,Periodic
1137,ZTF19abjqurc,QSO,Stochastic
1138,ZTF19abloxyi,QSO,Stochastic
1139,ZTF19abnsgyq,QSO,Stochastic
1140,ZTF19abpfrmx,QSO,Stochastic
1141,ZTF19abukbkz,QSO,Stochastic
1142,ZTF19abzutdn,AGN,Stochastic
1143,ZTF19acbjcoe,QSO,Stochastic
1144,ZTF19acdjiom,QSO,Stochastic
1145,ZTF19acesxsh,YSO,Stochastic
1146,ZTF19acmcedf,QSO,Stochastic
1147,ZTF19acnplox,QSO,Stochastic
1148,ZTF19acvhmul,QSO,Stochastic
1149,ZTF19adaiyqk,E,Periodic
1150,ZTF19adcchtg,QSO,Stochastic
1151,ZTF19adceamv,QSO,Stochastic
1152,ZTF19adcfnvj,QSO,Stochastic
1153,ZTF20aabgbvp,E,Periodic
1154,ZTF20aacxtln,QSO,Stochastic
1155,ZTF20aacygnc,QSO,Stochastic
1156,ZTF20aacyoec,QSO,Stochastic
1157,ZTF20aadzcet,QSO,Stochastic
1158,ZTF20aaemvid,QSO,Stochastic
1159,ZTF20aaidfsm,QSO,Stochastic
1160,ZTF20aaigdiy,QSO,Stochastic
1161,ZTF20aajbuyb,E,Periodic
1162,ZTF20aajwofo,QSO,Stochastic
1163,ZTF20aaksgxi,QSO,Stochastic
1164,ZTF20aaloyib,QSO,Stochastic
1165,ZTF20aalqxtu,QSO,Stochastic
1166,ZTF20aamdzkg,QSO,Stochastic
1167,ZTF20aaozyew,QSO,Stochastic
1168,ZTF20aaozyfd,QSO,Stochastic
1169,ZTF20aapcnrb,QSO,Stochastic
1170,ZTF20aascxwz,QSO,Stochastic
1171,ZTF20aavjmrv,QSO,Stochastic
1172,ZTF20aawaadp,QSO,Stochastic
1173,ZTF20abbbshx,QSO,Stochastic
1174,ZTF17aaadavp,YSO,Stochastic
1175,ZTF17aaadpsi,RRL,Periodic
1176,ZTF17aaaevci,E,Periodic
1177,ZTF17aaagfbe,RRL,Periodic
1178,ZTF17aaagyqw,DSCT,Periodic
1179,ZTF17aaahsul,E,Periodic
1180,ZTF17aaaiujn,E,Periodic
1181,ZTF17aaajmzs,RRL,Periodic
1182,ZTF17aaaowld,E,Periodic
1183,ZTF17aaapihx,RRL,Periodic
1184,ZTF17aaarxct,YSO,Stochastic
1185,ZTF17aaaslay,E,Periodic
1186,ZTF17aaaslvs,E,Periodic
1187,ZTF17aaavtim,E,Periodic
1188,ZTF17aaawcyg,RRL,Periodic
1189,ZTF17aaawgvw,LPV,Periodic
1190,ZTF17aabdrgk,E,Periodic
1191,ZTF17aabsasf,E,Periodic
1192,ZTF17aabsluk,E,Periodic
1193,ZTF17aabtalv,Periodic-Other,Periodic
1194,ZTF17aabtgfx,E,Periodic
1195,ZTF17aabtrlq,RRL,Periodic
1196,ZTF17aabulfn,RRL,Periodic
1197,ZTF17aabuojw,E,Periodic
1198,ZTF17aabuylj,E,Periodic
1199,ZTF17aabvjgl,RRL,Periodic
1200,ZTF17aabwarb,E,Periodic
1201,ZTF17aabwllk,RRL,Periodic
1202,ZTF17aabwnka,E,Periodic
1203,ZTF17aabwxlb,RRL,Periodic
1204,ZTF17aabxlvm,E,Periodic
1205,ZTF17aacleep,RRL,Periodic
1206,ZTF17aacmfoc,E,Periodic
1207,ZTF17aacmsfi,RRL,Periodic
1208,ZTF17aacnadk,RRL,Periodic
1209,ZTF17aacnduw,E,Periodic
1210,ZTF17aacnrhk,RRL,Periodic
1211,ZTF17aacnsus,E,Periodic
1212,ZTF17aacnvqt,RRL,Periodic
1213,ZTF17aadjsov,E,Periodic
1214,ZTF17aadpdfv,E,Periodic
1215,ZTF18aaaajmx,E,Periodic
1216,ZTF18aaaaleb,E,Periodic
1217,ZTF18aaaarzl,E,Periodic
1218,ZTF18aaadhbi,RRL,Periodic
1219,ZTF18aaadjrm,RRL,Periodic
1220,ZTF18aaadnyq,RRL,Periodic
1221,ZTF18aaadrfw,LPV,Periodic
1222,ZTF18aaadunx,RRL,Periodic
1223,ZTF18aaaechh,E,Periodic
1224,ZTF18aaaepjh,E,Periodic
1225,ZTF18aaaeybz,AGN,Stochastic
1226,ZTF18aabbeoq,E,Periodic
1227,ZTF18aabesgi,RRL,Periodic
1228,ZTF18aabeycn,E,Periodic
1229,ZTF18aabgazg,E,Periodic
1230,ZTF18aabgdro,E,Periodic
1231,ZTF18aabhjyr,LPV,Periodic
1232,ZTF18aabhrap,E,Periodic
1233,ZTF18aabivjh,E,Periodic
1234,ZTF18aabjnsq,E,Periodic
1235,ZTF18aabkdgh,E,Periodic
1236,ZTF18aabkrdo,E,Periodic
1237,ZTF18aabppeu,E,Periodic
1238,ZTF18aabtvkz,E,Periodic
1239,ZTF18aabvvgg,E,Periodic
1240,ZTF18aacdxfu,QSO,Stochastic
1241,ZTF18aacgzps,QSO,Stochastic
1242,ZTF18aadewie,QSO,Stochastic
1243,ZTF18aadraze,E,Periodic
1244,ZTF18aafjxhm,QSO,Stochastic
1245,ZTF18aafsact,QSO,Stochastic
1246,ZTF18aagrigd,E,Periodic
1247,ZTF18aahsxrw,AGN,Stochastic
1248,ZTF18aaijuyj,RRL,Periodic
1249,ZTF18aailfit,QSO,Stochastic
1250,ZTF18aaiodfn,E,Periodic
1251,ZTF18aaiwwfl,E,Periodic
1252,ZTF18aajkljm,RRL,Periodic
1253,ZTF18aajoejk,CV/Nova,Stochastic
1254,ZTF18aajshhl,E,Periodic
1255,ZTF18aajsjez,RRL,Periodic
1256,ZTF18aakgvrx,RRL,Periodic
1257,ZTF18aakhbou,E,Periodic
1258,ZTF18aakznlb,E,Periodic
1259,ZTF18aalplon,QSO,Stochastic
1260,ZTF18aaltsli,RRL,Periodic
